t,bid,ask,mid,book_bid,book_ask,inventory,cash,pnl,spread
577,104.862710,106.537710,104.850210,104.800210,104.900210,-16.000000,1820.245652,142.642285,1.675000
578,104.888987,106.538987,104.913987,104.863987,104.963987,-16.000000,1820.245652,141.621856,1.650000
579,104.939336,106.589336,104.964336,104.914336,105.014336,-15.000000,1715.306316,140.841276,1.650000
580,104.799531,106.424531,104.862031,104.812031,104.912031,-14.000000,1610.506785,142.438354,1.625000
581,104.585857,106.185857,104.685857,104.635857,104.735857,-15.000000,1716.692642,146.404783,1.600000
582,104.540748,106.165748,104.603248,104.553248,104.653248,-15.000000,1716.692642,147.643918,1.625000
583,104.662727,106.287727,104.725227,104.675227,104.775227,-15.000000,1716.692642,145.814231,1.625000
584,104.730079,106.355079,104.792579,104.742579,104.842579,-15.000000,1716.692642,144.803956,1.625000
585,104.650503,106.275503,104.713003,104.663003,104.763003,-15.000000,1716.692642,145.997598,1.625000
586,104.654421,106.279421,104.716921,104.666921,104.766921,-16.000000,1822.972064,147.501323,1.625000
587,104.321640,105.971640,104.346640,104.296640,104.396640,-16.000000,1822.972064,153.425826,1.650000
588,104.377599,106.027599,104.402599,104.352599,104.452599,-16.000000,1822.972064,152.530485,1.650000
589,104.677891,106.327891,104.702891,104.652891,104.752891,-15.000000,1718.294173,147.750815,1.650000
590,104.558452,106.183452,104.620952,104.570952,104.670952,-14.000000,1613.735721,149.042400,1.625000
591,104.668112,106.268112,104.768112,104.718112,104.818112,-15.000000,1720.003833,148.482156,1.600000
592,104.812453,106.437453,104.874953,104.824953,104.924953,-15.000000,1720.003833,146.879545,1.625000
593,104.830486,106.455486,104.892986,104.842986,104.942986,-14.000000,1615.173347,146.671537,1.625000
594,104.639474,106.239474,104.739474,104.689474,104.789474,-14.000000,1615.173347,148.820718,1.600000
595,104.684732,106.284732,104.784732,104.734732,104.834732,-14.000000,1615.173347,148.187100,1.600000
596,104.727770,106.327770,104.827770,104.777770,104.877770,-14.000000,1615.173347,147.584574,1.600000
597,104.710426,106.310426,104.810426,104.760426,104.860426,-14.000000,1615.173347,147.827380,1.600000
598,104.701348,106.301348,104.801348,104.751348,104.851348,-13.000000,1510.471999,148.054473,1.600000
599,104.506094,106.081094,104.643594,104.593594,104.693594,-14.000000,1616.553093,151.542778,1.575000
600,104.579874,106.179874,104.679874,104.629874,104.729874,-14.000000,1616.553093,151.034858,1.600000
601,104.434445,106.034445,104.534445,104.484445,104.584445,-14.000000,1616.553093,153.070858,1.600000
602,104.543310,106.143310,104.643310,104.593310,104.693310,-13.000000,1512.009782,151.646748,1.600000
603,104.436967,106.011967,104.574467,104.524467,104.624467,-13.000000,1512.009782,152.541714,1.575000
604,104.240125,105.815125,104.377625,104.327625,104.427625,-13.000000,1512.009782,155.100659,1.575000
605,104.005727,105.580727,104.143227,104.093227,104.193227,-12.000000,1408.004056,158.285336,1.575000
606,104.214150,105.764150,104.389150,104.339150,104.439150,-12.000000,1408.004056,155.334256,1.550000
607,104.199256,105.749256,104.374256,104.324256,104.424256,-11.000000,1303.804800,155.687983,1.550000
608,104.055387,105.580387,104.267887,104.217887,104.317887,-12.000000,1409.385187,158.170542,1.525000
609,104.221056,105.771056,104.396056,104.346056,104.446056,-12.000000,1409.385187,156.632512,1.550000
610,104.029901,105.579901,104.204901,104.154901,104.254901,-11.000000,1305.355286,159.101376,1.550000
611,104.086312,105.611312,104.298812,104.248812,104.348812,-12.000000,1410.966598,159.380850,1.525000
612,104.194403,105.744403,104.369403,104.319403,104.419403,-12.000000,1410.966598,158.533765,1.550000
613,104.303920,105.853920,104.478920,104.428920,104.528920,-13.000000,1516.820518,158.594561,1.550000
614,104.398474,105.973474,104.535974,104.485974,104.585974,-12.000000,1412.422044,157.990362,1.575000
615,104.034900,105.584900,104.209900,104.159900,104.259900,-13.000000,1518.006945,163.278240,1.550000
616,103.987321,105.562321,104.124821,104.074821,104.174821,-14.000000,1623.569266,165.821766,1.575000
617,103.966409,105.566409,104.066409,104.016409,104.116409,-14.000000,1623.569266,166.639543,1.600000
618,103.817390,105.417390,103.917390,103.867390,103.967390,-14.000000,1623.569266,168.725801,1.600000
619,103.904300,105.504300,104.004300,103.954300,104.054300,-15.000000,1729.073566,169.009063,1.600000
620,103.762634,105.387634,103.825134,103.775134,103.875134,-14.000000,1625.310932,171.759052,1.625000
621,103.802061,105.402061,103.902061,103.852061,103.952061,-13.000000,1521.508871,170.782081,1.600000
622,103.763043,105.338043,103.900543,103.850543,103.950543,-12.000000,1417.745828,170.939307,1.575000
623,104.058307,105.608307,104.233307,104.183307,104.283307,-13.000000,1523.354135,168.321148,1.550000
624,104.205658,105.780658,104.343158,104.293158,104.393158,-13.000000,1523.354135,166.893075,1.575000
625,104.019914,105.594914,104.157414,104.107414,104.207414,-13.000000,1523.354135,169.307752,1.575000
626,103.973850,105.548850,104.111350,104.061350,104.161350,-13.000000,1523.354135,169.906587,1.575000
627,104.127773,105.702773,104.265273,104.215273,104.315273,-12.000000,1419.226362,168.043086,1.575000
628,104.160030,105.710030,104.335030,104.285030,104.385030,-12.000000,1419.226362,167.206004,1.550000
629,104.185028,105.735028,104.360028,104.310028,104.410028,-11.000000,1315.041334,167.081029,1.550000
630,104.134382,105.659382,104.346882,104.296882,104.396882,-11.000000,1315.041334,167.225632,1.525000
631,104.157290,105.682290,104.369790,104.319790,104.419790,-11.000000,1315.041334,166.973648,1.525000
632,103.792533,105.317533,104.005033,103.955033,104.055033,-10.000000,1211.248801,171.198475,1.525000
633,103.890436,105.090436,103.990436,103.940436,104.040436,-10.000000,1211.248801,171.344438,1.200000
634,104.042066,105.242066,104.142066,104.092066,104.192066,-11.000000,1316.490867,170.928144,1.200000
635,103.909988,105.434988,104.122488,104.072488,104.172488,-10.000000,1212.580879,171.355994,1.525000
636,104.186449,105.386449,104.286449,104.236449,104.336449,-9.000000,1108.394430,169.816391,1.200000
637,104.232754,105.412754,104.372754,104.322754,104.422754,-8.000000,1004.161676,169.179642,1.180000
638,104.228119,105.388119,104.408119,104.358119,104.458119,-8.000000,1004.161676,168.896728,1.160000
639,104.225381,105.385381,104.405381,104.355381,104.455381,-8.000000,1004.161676,168.918628,1.160000
640,104.133748,105.293748,104.313748,104.263748,104.363748,-9.000000,1109.455423,170.631695,1.160000
641,104.352927,105.532927,104.492927,104.442927,104.542927,-9.000000,1109.455423,169.019077,1.180000
642,104.334036,105.514036,104.474036,104.424036,104.524036,-10.000000,1214.969460,170.229095,1.180000
643,104.266414,105.466414,104.366414,104.316414,104.416414,-10.000000,1214.969460,171.305323,1.200000
644,104.163875,105.363875,104.263875,104.213875,104.313875,-10.000000,1214.969460,172.330713,1.200000
645,104.270305,105.470305,104.370305,104.320305,104.420305,-10.000000,1214.969460,171.266413,1.200000
646,104.238604,105.438604,104.338604,104.288604,104.388604,-10.000000,1214.969460,171.583417,1.200000
647,104.220994,105.420994,104.320994,104.270994,104.370994,-11.000000,1320.390454,172.859518,1.200000
648,103.991341,105.516341,104.203841,104.153841,104.253841,-10.000000,1216.399113,174.360702,1.525000
649,104.048265,105.248265,104.148265,104.098265,104.198265,-11.000000,1321.647378,176.016461,1.200000
650,104.290310,105.815310,104.502810,104.452810,104.552810,-10.000000,1217.357068,172.328966,1.525000
651,104.466014,105.666014,104.566014,104.516014,104.616014,-11.000000,1323.023082,172.796927,1.200000
652,104.317734,105.842734,104.530234,104.480234,104.580234,-11.000000,1323.023082,173.190507,1.525000
653,104.200882,105.725882,104.413382,104.363382,104.463382,-10.000000,1218.822200,174.688380,1.525000
654,104.360638,105.560638,104.460638,104.410638,104.510638,-10.000000,1218.822200,174.215819,1.200000
655,104.335681,105.535681,104.435681,104.385681,104.485681,-9.000000,1114.486519,174.565394,1.200000
656,104.407609,105.587609,104.547609,104.497609,104.597609,-10.000000,1220.074128,174.598041,1.180000
657,104.393580,105.593580,104.493580,104.443580,104.543580,-10.000000,1220.074128,175.138332,1.200000
658,104.449454,105.649454,104.549454,104.499454,104.599454,-9.000000,1115.624674,174.679588,1.200000
659,104.649322,105.829322,104.789322,104.739322,104.839322,-10.000000,1221.453996,173.560773,1.180000
660,104.733501,105.933501,104.833501,104.783501,104.883501,-10.000000,1221.453996,173.118986,1.200000
661,104.475877,105.675877,104.575877,104.525877,104.625877,-11.000000,1327.129873,176.795229,1.200000
662,104.183962,105.708962,104.396462,104.346462,104.446462,-10.000000,1222.945911,178.981290,1.525000
663,104.290501,105.490501,104.390501,104.340501,104.440501,-10.000000,1222.945911,179.040898,1.200000
664,104.389503,105.589503,104.489503,104.439503,104.539503,-9.000000,1118.556408,178.150882,1.200000
665,104.564790,105.744790,104.704790,104.654790,104.754790,-10.000000,1224.301198,177.253299,1.180000
666,104.577998,105.777998,104.677998,104.627998,104.727998,-11.000000,1330.079196,178.621214,1.200000
667,104.618130,106.143130,104.830630,104.780630,104.880630,-11.000000,1330.079196,176.942271,1.525000
668,104.698999,106.223999,104.911499,104.861499,104.961499,-10.000000,1225.380197,176.265203,1.525000
669,104.862744,106.062744,104.962744,104.912744,105.012744,-10.000000,1225.380197,175.752759,1.200000
670,104.668713,105.868713,104.768713,104.718713,104.818713,-10.000000,1225.380197,177.693063,1.200000
671,104.830406,106.030406,104.930406,104.880406,104.980406,-10.000000,1225.380197,176.076132,1.200000
672,105.062085,106.262085,105.162085,105.112085,105.212085,-11.000000,1331.642282,174.859343,1.200000
673,105.091364,106.616364,105.303864,105.253864,105.353864,-12.000000,1438.258647,174.612273,1.525000
674,105.175738,106.725738,105.350738,105.300738,105.400738,-13.000000,1544.984385,175.424788,1.550000
675,105.261138,106.836138,105.398638,105.348638,105.448638,-13.000000,1544.984385,174.802089,1.575000
676,105.430093,107.005093,105.567593,105.517593,105.617593,-13.000000,1544.984385,172.605673,1.575000
677,105.547698,107.122698,105.685198,105.635198,105.735198,-14.000000,1652.107083,172.514309,1.575000
678,105.542060,107.142060,105.642060,105.592060,105.692060,-14.000000,1652.107083,173.118250,1.600000
679,105.400821,107.000821,105.500821,105.450821,105.550821,-14.000000,1652.107083,175.095588,1.600000
680,105.332101,106.932101,105.432101,105.382101,105.482101,-14.000000,1652.107083,176.057676,1.600000
681,105.278443,106.878443,105.378443,105.328443,105.428443,-13.000000,1546.828640,176.908882,1.600000
682,105.178514,106.753514,105.316014,105.266014,105.366014,-14.000000,1653.582154,179.157960,1.575000
683,105.038897,106.638897,105.138897,105.088897,105.188897,-15.000000,1760.221051,183.137602,1.600000
684,105.043436,106.668436,105.105936,105.055936,105.155936,-15.000000,1760.221051,183.632018,1.625000
685,104.995912,106.620912,105.058412,105.008412,105.108412,-14.000000,1655.225138,184.407367,1.625000
686,105.199330,106.799330,105.299330,105.249330,105.349330,-13.000000,1550.025808,181.134516,1.600000
687,105.396199,106.971199,105.533699,105.483699,105.583699,-13.000000,1550.025808,178.087720,1.575000
688,105.464463,107.039463,105.601963,105.551963,105.651963,-13.000000,1550.025808,177.200289,1.575000
689,105.341849,106.916849,105.479349,105.429349,105.529349,-13.000000,1550.025808,178.794268,1.575000
690,105.424840,106.999840,105.562340,105.512340,105.612340,-12.000000,1444.600968,177.852886,1.575000
691,105.313276,106.863276,105.488276,105.438276,105.538276,-13.000000,1551.464244,180.116654,1.550000
692,105.255025,106.830025,105.392525,105.342525,105.442525,-14.000000,1658.294269,182.798925,1.575000
693,105.095819,106.695819,105.195819,105.145819,105.245819,-14.000000,1658.294269,185.552808,1.600000
694,104.959750,106.559750,105.059750,105.009750,105.109750,-15.000000,1764.854018,188.957773,1.600000
695,105.155748,106.780748,105.218248,105.168248,105.268248,-14.000000,1659.698270,186.642799,1.625000
696,105.245762,106.845762,105.345762,105.295762,105.395762,-14.000000,1659.698270,184.857601,1.600000
697,105.377119,106.977119,105.477119,105.427119,105.527119,-15.000000,1766.675390,184.518598,1.600000
698,105.522318,107.147318,105.584818,105.534818,105.634818,-15.000000,1766.675390,182.903120,1.625000
699,105.773650,107.398650,105.836150,105.786150,105.886150,-15.000000,1766.675390,179.133138,1.625000
700,105.686138,107.311138,105.748638,105.698638,105.798638,-14.000000,1660.989252,180.508316,1.625000
701,105.453503,107.053503,105.553503,105.503503,105.603503,-15.000000,1768.042755,184.740210,1.600000
702,105.627385,107.252385,105.689885,105.639885,105.739885,-16.000000,1875.295140,184.256973,1.625000
703,105.879090,107.529090,105.904090,105.854090,105.954090,-16.000000,1875.295140,180.829698,1.650000
704,105.837956,107.487956,105.862956,105.812956,105.912956,-16.000000,1875.295140,181.487846,1.650000
705,105.688059,107.338059,105.713059,105.663059,105.763059,-15.000000,1769.607081,183.911196,1.650000
706,105.783509,107.408509,105.846009,105.796009,105.896009,-15.000000,1769.607081,181.916953,1.625000
707,105.679609,107.304609,105.742109,105.692109,105.792109,-14.000000,1663.927472,183.537942,1.625000
708,105.570079,107.170079,105.670079,105.620079,105.720079,-15.000000,1771.097551,186.046367,1.600000
709,105.714692,107.339692,105.777192,105.727192,105.827192,-16.000000,1878.437243,186.002173,1.625000
710,105.460009,107.110009,105.485009,105.435009,105.535009,-17.000000,1985.547251,192.302101,1.650000
711,105.615067,107.290067,105.602567,105.552567,105.652567,-16.000000,1879.932185,190.291118,1.675000
712,105.630260,107.280260,105.655260,105.605260,105.705260,-17.000000,1987.212445,191.073025,1.650000
713,105.921244,107.596244,105.908744,105.858744,105.958744,-18.000000,2094.808689,188.451297,1.675000
714,106.040114,107.740114,105.990114,105.940114,106.040114,-19.000000,2202.548802,188.736644,1.700000
715,106.265767,107.990767,106.178267,106.128267,106.228267,-20.000000,2310.539569,186.974227,1.725000
716,106.219675,107.969675,106.094675,106.044675,106.144675,-21.000000,2418.509244,190.521071,1.750000
717,106.097570,107.872570,105.935070,105.885070,105.985070,-21.000000,2418.509244,193.872778,1.775000
718,106.006468,107.781468,105.843968,105.793968,105.893968,-22.000000,2526.290712,197.723417,1.775000
719,106.288366,108.088366,106.088366,106.038366,106.138366,-23.000000,2634.379079,194.346650,1.800000
720,106.252070,108.077070,106.014570,105.964570,106.064570,-24.000000,2742.456149,198.106458,1.825000
721,106.080076,107.930076,105.805076,105.755076,105.855076,-25.000000,2850.386225,205.259322,1.850000
722,106.200274,108.075274,105.887774,105.837774,105.937774,-24.000000,2744.185951,202.879373,1.875000
723,106.097493,107.947493,105.822493,105.772493,105.872493,-24.000000,2744.185951,204.446109,1.850000
724,106.067366,107.917366,105.792366,105.742366,105.842366,-24.000000,2744.185951,205.169174,1.850000
725,106.046111,107.896111,105.771111,105.721111,105.821111,-25.000000,2852.082063,207.804278,1.850000
726,106.225285,108.100285,105.912785,105.862785,105.962785,-24.000000,2745.856778,203.949937,1.875000
727,106.084401,107.934401,105.809401,105.759401,105.859401,-24.000000,2745.856778,206.431162,1.850000
728,106.082360,107.932360,105.807360,105.757360,105.857360,-25.000000,2853.789138,208.605132,1.850000
729,106.338464,108.213464,106.025964,105.975964,106.075964,-26.000000,2962.002602,205.327537,1.875000
730,106.429608,108.329608,106.079608,106.029608,106.129608,-25.000000,2855.572994,203.582803,1.900000
731,106.266510,108.141510,105.954010,105.904010,106.004010,-25.000000,2855.572994,206.722749,1.875000
732,106.503899,108.378899,106.191399,106.141399,106.241399,-25.000000,2855.572994,200.788022,1.875000
733,106.560879,108.435879,106.248379,106.198379,106.298379,-25.000000,2855.572994,199.363517,1.875000
734,106.520609,108.395609,106.208109,106.158109,106.258109,-24.000000,2749.052385,200.057774,1.875000
735,106.378568,108.228568,106.103568,106.053568,106.153568,-24.000000,2749.052385,202.566757,1.850000
736,106.258063,108.108063,105.983063,105.933063,106.033063,-23.000000,2642.794322,205.183866,1.850000
737,105.901067,107.726067,105.663567,105.613567,105.713567,-22.000000,2536.893255,212.294786,1.825000
738,106.054161,107.854161,105.854161,105.804161,105.904161,-21.000000,2430.839094,207.901704,1.800000
739,105.910566,107.685566,105.748066,105.698066,105.798066,-21.000000,2430.839094,210.129716,1.775000
740,105.496626,107.271626,105.334126,105.284126,105.384126,-21.000000,2430.839094,218.822447,1.775000
741,105.656132,107.431132,105.493632,105.443632,105.543632,-22.000000,2538.270226,217.410316,1.775000
742,105.811967,107.611967,105.611967,105.561967,105.661967,-23.000000,2645.882193,216.806948,1.800000
743,105.808680,107.633680,105.571180,105.521180,105.621180,-23.000000,2645.882193,217.745045,1.825000
744,105.794565,107.619565,105.557065,105.507065,105.607065,-23.000000,2645.882193,218.069699,1.825000
745,105.746244,107.571244,105.508744,105.458744,105.558744,-23.000000,2645.882193,219.181081,1.825000
746,105.896769,107.721769,105.659269,105.609269,105.709269,-23.000000,2645.882193,215.719011,1.825000
747,105.802581,107.627581,105.565081,105.515081,105.615081,-23.000000,2645.882193,217.885323,1.825000
748,105.853599,107.678599,105.616099,105.566099,105.666099,-24.000000,2753.560792,218.774417,1.825000
749,105.809729,107.659729,105.534729,105.484729,105.584729,-23.000000,2647.751064,220.452302,1.850000
750,105.633852,107.458852,105.396352,105.346352,105.446352,-23.000000,2647.751064,223.634971,1.825000
751,105.809911,107.634911,105.572411,105.522411,105.622411,-23.000000,2647.751064,219.585613,1.825000
752,105.680623,107.505623,105.443123,105.393123,105.493123,-23.000000,2647.751064,222.559238,1.825000
753,105.735155,107.560155,105.497655,105.447655,105.547655,-22.000000,2542.015909,221.067505,1.825000
754,105.622339,107.422339,105.422339,105.372339,105.472339,-23.000000,2649.438248,224.724444,1.800000
755,105.743643,107.568643,105.506143,105.456143,105.556143,-22.000000,2543.694605,222.559461,1.825000
756,105.747649,107.547649,105.547649,105.497649,105.597649,-21.000000,2437.946956,221.446321,1.800000
757,105.819970,107.594970,105.657470,105.607470,105.707470,-21.000000,2437.946956,219.140078,1.775000
758,105.830437,107.605437,105.667937,105.617937,105.717937,-20.000000,2332.116519,218.757773,1.775000
759,105.949240,107.699240,105.824240,105.774240,105.874240,-21.000000,2439.815759,217.506715,1.750000
760,106.115304,107.890304,105.952804,105.902804,106.002804,-21.000000,2439.815759,214.806875,1.775000
761,106.089969,107.864969,105.927469,105.877469,105.977469,-22.000000,2547.680728,217.276412,1.775000
762,106.419050,108.219050,106.219050,106.169050,106.269050,-22.000000,2547.680728,210.861619,1.800000
763,106.175614,107.975614,105.975614,105.925614,106.025614,-22.000000,2547.680728,216.217225,1.800000
764,106.104063,107.904063,105.904063,105.854063,105.954063,-23.000000,2655.584791,219.791333,1.800000
765,106.241531,108.066531,106.004031,105.954031,106.054031,-22.000000,2549.343260,217.254580,1.825000
766,106.274465,108.074465,106.074465,106.024465,106.124465,-22.000000,2549.343260,215.705034,1.800000
767,106.123481,107.923481,105.923481,105.873481,105.973481,-21.000000,2443.219780,218.826686,1.800000
768,106.216158,107.991158,106.053658,106.003658,106.103658,-20.000000,2337.003622,215.930468,1.775000
769,106.121945,107.871945,105.996945,105.946945,106.046945,-21.000000,2444.875567,218.939726,1.750000
770,106.378138,108.153138,106.215638,106.165638,106.265638,-21.000000,2444.875567,214.347167,1.775000
771,106.300788,108.075788,106.138288,106.088288,106.188288,-22.000000,2552.951355,217.909009,1.775000
772,106.467177,108.267177,106.267177,106.217177,106.317177,-21.000000,2446.484178,214.873460,1.800000
773,106.481604,108.256604,106.319104,106.269104,106.369104,-20.000000,2340.002574,213.620500,1.775000
774,106.358259,108.108259,106.233259,106.183259,106.283259,-19.000000,2233.644315,215.212391,1.750000
775,106.122608,107.847608,106.035108,105.985108,106.085108,-19.000000,2233.644315,218.977260,1.725000
776,106.065961,107.790961,105.978461,105.928461,106.028461,-18.000000,2127.578355,219.966065,1.725000
777,106.026001,107.726001,105.976001,105.926001,106.026001,-18.000000,2127.578355,220.010341,1.700000
778,106.084237,107.784237,106.034237,105.984237,106.084237,-18.000000,2127.578355,218.962086,1.700000
779,105.979774,107.679774,105.929774,105.879774,105.979774,-18.000000,2127.578355,220.842420,1.700000
780,106.106286,107.806286,106.056286,106.006286,106.106286,-18.000000,2127.578355,218.565201,1.700000
781,106.180568,107.880568,106.130568,106.080568,106.180568,-18.000000,2127.578355,217.228126,1.700000
782,106.486830,108.186830,106.436830,106.386830,106.486830,-19.000000,2235.765185,213.465412,1.700000
783,106.665677,108.390677,106.578177,106.528177,106.628177,-18.000000,2129.099508,210.692322,1.725000
784,106.373146,108.073146,106.323146,106.273146,106.373146,-18.000000,2129.099508,215.282876,1.700000
785,106.452392,108.152392,106.402392,106.352392,106.452392,-17.000000,2022.647116,213.806457,1.700000
786,106.513233,108.188233,106.500733,106.450733,106.550733,-18.000000,2130.835349,213.822151,1.675000
787,106.779892,108.479892,106.729892,106.679892,106.779892,-18.000000,2130.835349,209.697297,1.700000
788,106.600176,108.300176,106.550176,106.500176,106.600176,-18.000000,2130.835349,212.932178,1.700000
789,106.409202,108.109202,106.359202,106.309202,106.409202,-18.000000,2130.835349,216.369709,1.700000
790,106.594997,108.294997,106.544997,106.494997,106.594997,-17.000000,2024.240352,212.975403,1.700000
791,106.574704,108.249704,106.562204,106.512204,106.612204,-18.000000,2132.490056,214.370391,1.675000
792,106.891306,108.591306,106.841306,106.791306,106.891306,-17.000000,2025.598750,209.296543,1.700000
793,106.982703,108.657703,106.970203,106.920203,107.020203,-18.000000,2134.256452,208.792802,1.675000
794,106.943206,108.643206,106.893206,106.843206,106.943206,-18.000000,2134.256452,210.178742,1.700000
795,106.947364,108.647364,106.897364,106.847364,106.947364,-19.000000,2242.903817,211.853894,1.700000
796,106.816801,108.541801,106.729301,106.679301,106.779301,-18.000000,2136.087016,214.959598,1.725000
797,106.762810,108.462810,106.712810,106.662810,106.762810,-19.000000,2244.549826,217.006430,1.700000
798,107.015136,108.740136,106.927636,106.877636,106.977636,-19.000000,2244.549826,212.924745,1.725000
799,106.974407,108.699407,106.886907,106.836907,106.936907,-19.000000,2244.549826,213.698590,1.725000
800,106.919996,108.644996,106.832496,106.782496,106.882496,-19.000000,2244.549826,214.732393,1.725000
801,106.844607,108.569607,106.757107,106.707107,106.807107,-19.000000,2244.549826,216.164802,1.725000
802,106.710207,108.435207,106.622707,106.572707,106.672707,-20.000000,2352.985033,220.530898,1.725000
803,106.608075,108.358075,106.483075,106.433075,106.533075,-19.000000,2246.376958,223.198542,1.750000
804,106.586501,108.311501,106.499001,106.449001,106.549001,-19.000000,2246.376958,222.895932,1.725000
805,106.516069,108.241069,106.428569,106.378569,106.478569,-18.000000,2139.860890,224.146656,1.725000
806,106.266326,107.966326,106.216326,106.166326,106.266326,-18.000000,2139.860890,227.967029,1.700000
807,105.877354,107.577354,105.827354,105.777354,105.877354,-17.000000,2033.983536,234.918523,1.700000
808,106.212524,107.887524,106.200024,106.150024,106.250024,-18.000000,2141.871060,230.270631,1.675000
809,106.144574,107.844574,106.094574,106.044574,106.144574,-19.000000,2249.715634,233.918724,1.700000
810,106.109329,107.834329,106.021829,105.971829,106.071829,-18.000000,2143.606305,235.213380,1.725000
811,106.188146,107.888146,106.138146,106.088146,106.188146,-17.000000,2037.418159,233.069678,1.700000
812,106.063529,107.738529,106.051029,106.001029,106.101029,-17.000000,2037.418159,234.550661,1.675000
813,106.191586,107.866586,106.179086,106.129086,106.229086,-18.000000,2145.284745,234.061193,1.675000
814,106.163712,107.863712,106.113712,106.063712,106.163712,-18.000000,2145.284745,235.237935,1.700000
815,106.174106,107.874106,106.124106,106.074106,106.174106,-17.000000,2039.110639,235.000841,1.700000
816,106.358691,108.033691,106.346191,106.296191,106.396191,-17.000000,2039.110639,231.225392,1.675000
817,106.252288,107.927288,106.239788,106.189788,106.289788,-17.000000,2039.110639,233.034235,1.675000
818,106.378512,108.053512,106.366012,106.316012,106.416012,-18.000000,2147.164152,232.575929,1.675000
819,106.241196,107.941196,106.191196,106.141196,106.241196,-18.000000,2147.164152,235.722624,1.700000
820,106.344375,108.044375,106.294375,106.244375,106.344375,-19.000000,2255.208527,235.615393,1.700000
821,106.444825,108.169825,106.357325,106.307325,106.407325,-19.000000,2255.208527,234.419346,1.725000
822,106.567620,108.292620,106.480120,106.430120,106.530120,-19.000000,2255.208527,232.086249,1.725000
823,106.386869,108.111869,106.299369,106.249369,106.349369,-19.000000,2255.208527,235.520509,1.725000
824,106.415879,108.140879,106.328379,106.278379,106.378379,-20.000000,2363.349406,236.781831,1.725000
825,106.330586,108.080586,106.205586,106.155586,106.255586,-19.000000,2257.018820,239.112681,1.750000
826,106.214142,107.939142,106.126642,106.076642,106.176642,-19.000000,2257.018820,240.612621,1.725000
827,106.440015,108.165015,106.352515,106.302515,106.402515,-19.000000,2257.018820,236.321039,1.725000
828,106.474869,108.199869,106.387369,106.337369,106.437369,-18.000000,2150.543951,235.571312,1.725000
829,106.574408,108.274408,106.524408,106.474408,106.574408,-17.000000,2043.969543,233.054606,1.700000
830,106.604653,108.279653,106.592153,106.542153,106.642153,-17.000000,2043.969543,231.902942,1.675000
831,106.443418,108.118418,106.430918,106.380918,106.480918,-18.000000,2152.087961,236.331435,1.675000
832,106.528460,108.228460,106.478460,106.428460,106.528460,-17.000000,2045.559501,235.425690,1.700000
833,106.776100,108.451100,106.763600,106.713600,106.813600,-18.000000,2154.010601,232.265804,1.675000
834,106.728078,108.428078,106.678078,106.628078,106.728078,-19.000000,2262.438679,235.555198,1.700000
835,106.858351,108.583351,106.770851,106.720851,106.820851,-18.000000,2155.580329,233.705017,1.725000
836,106.776454,108.476454,106.726454,106.676454,106.776454,-19.000000,2264.056783,236.254155,1.700000
837,106.976495,108.701495,106.888995,106.838995,106.938995,-19.000000,2264.056783,233.165877,1.725000
838,106.765041,108.490041,106.677541,106.627541,106.727541,-18.000000,2157.291742,237.096004,1.725000
839,106.797288,108.497288,106.747288,106.697288,106.797288,-18.000000,2157.291742,235.840556,1.700000
840,106.743435,108.443435,106.693435,106.643435,106.743435,-18.000000,2157.291742,236.809917,1.700000
841,106.778254,108.478254,106.728254,106.678254,106.778254,-17.000000,2050.513488,236.133170,1.700000
842,106.729013,108.404013,106.716513,106.666513,106.766513,-18.000000,2158.917501,238.020260,1.675000
843,106.714672,108.414672,106.664672,106.614672,106.714672,-19.000000,2267.332173,240.703406,1.700000
844,106.729002,108.454002,106.641502,106.591502,106.691502,-18.000000,2160.603171,241.056133,1.725000
845,106.756088,108.456088,106.706088,106.656088,106.756088,-17.000000,2053.847083,239.843587,1.700000
846,106.784052,108.459052,106.771552,106.721552,106.821552,-18.000000,2162.306135,240.418202,1.675000
847,107.020503,108.720503,106.970503,106.920503,107.020503,-19.000000,2271.026638,238.587079,1.700000
848,107.285199,109.010199,107.197699,107.147699,107.247699,-18.000000,2163.741439,234.182863,1.725000
849,107.553050,109.253050,107.503050,107.453050,107.553050,-18.000000,2163.741439,228.686532,1.700000
850,107.385838,109.085838,107.335838,107.285838,107.385838,-17.000000,2056.355601,231.646351,1.700000
851,107.362990,109.037990,107.350490,107.300490,107.400490,-17.000000,2056.355601,231.397277,1.675000
852,107.097895,108.772895,107.085395,107.035395,107.135395,-16.000000,1949.257706,235.891386,1.675000
853,106.842749,108.492749,106.867749,106.817749,106.917749,-15.000000,1842.414957,239.398721,1.650000
854,106.743193,108.368193,106.805693,106.755693,106.855693,-14.000000,1735.671764,240.392067,1.625000
855,106.866327,108.466327,106.966327,106.916327,107.016327,-15.000000,1844.138091,239.643187,1.600000
856,106.774519,108.399519,106.837019,106.787019,106.887019,-15.000000,1844.138091,241.582800,1.625000
857,106.788769,108.413769,106.851269,106.801269,106.901269,-14.000000,1737.349322,241.431550,1.625000
858,106.748524,108.348524,106.848524,106.798524,106.898524,-13.000000,1630.600798,241.569987,1.600000
859,106.770611,108.345611,106.908111,106.858111,106.958111,-14.000000,1738.946408,242.232860,1.575000
860,106.967446,108.567446,107.067446,107.017446,107.117446,-14.000000,1738.946408,240.002168,1.600000
861,106.897331,108.497331,106.997331,106.947331,107.047331,-15.000000,1847.443739,242.483780,1.600000
