t,bid,ask,mid,book_bid,book_ask,inventory,cash,pnl,spread
288,99.595478,100.695478,99.895478,99.845478,99.945478,-5.000000,583.717190,84.239797,1.100000
289,99.500917,100.600917,99.800917,99.750917,99.850917,-4.000000,484.216273,85.012606,1.100000
290,99.227554,100.307554,99.567554,99.517554,99.617554,-4.000000,484.216273,85.946056,1.080000
291,98.809859,99.889859,99.149859,99.099859,99.199859,-4.000000,484.216273,87.616838,1.080000
292,98.880612,99.960612,99.220612,99.170612,99.270612,-3.000000,385.335661,87.673825,1.080000
293,98.611147,99.671147,98.991147,98.941147,99.041147,-4.000000,485.006808,89.042219,1.060000
294,98.515112,99.595112,98.855112,98.805112,98.905112,-5.000000,584.601920,90.326361,1.080000
295,98.447017,99.547017,98.747017,98.697017,98.797017,-5.000000,584.601920,90.866835,1.100000
296,98.788515,99.888515,99.088515,99.038515,99.138515,-5.000000,584.601920,89.159346,1.100000
297,98.544119,99.644119,98.844119,98.794119,98.894119,-4.000000,486.057801,90.681323,1.100000
298,98.345081,99.425081,98.685081,98.635081,98.735081,-3.000000,387.712720,91.657478,1.080000
299,98.137389,99.197389,98.517389,98.467389,98.567389,-3.000000,387.712720,92.160554,1.060000
300,98.070185,99.130185,98.450185,98.400185,98.500185,-3.000000,387.712720,92.362166,1.060000
301,97.751570,98.811570,98.131570,98.081570,98.181570,-4.000000,486.524290,93.998010,1.060000
302,97.543960,98.623960,97.883960,97.833960,97.933960,-4.000000,486.524290,94.988451,1.080000
303,97.649101,98.729101,97.989101,97.939101,98.039101,-5.000000,585.253391,95.307886,1.080000
304,97.604536,98.704536,97.904536,97.854536,97.954536,-5.000000,585.253391,95.730711,1.100000
305,97.069305,98.169305,97.369305,97.319305,97.419305,-4.000000,488.184086,98.706865,1.100000
306,97.045765,98.125765,97.385765,97.335765,97.435765,-5.000000,586.309851,99.381025,1.080000
307,97.058175,98.158175,97.358175,97.308175,97.408175,-6.000000,684.468026,100.318977,1.100000
308,97.059652,98.179652,97.319652,97.269652,97.369652,-6.000000,684.468026,100.550112,1.120000
309,97.213295,98.333295,97.473295,97.423295,97.523295,-5.000000,587.254731,99.888255,1.120000
310,97.559001,98.659001,97.859001,97.809001,97.909001,-6.000000,685.913732,98.759725,1.100000
311,97.621352,98.741352,97.881352,97.831352,97.931352,-6.000000,685.913732,98.625620,1.120000
312,97.878851,98.998851,98.138851,98.088851,98.188851,-6.000000,685.913732,97.080628,1.120000
313,97.944996,99.064996,98.204996,98.154996,98.254996,-6.000000,685.913732,96.683757,1.120000
314,98.132467,99.252467,98.392467,98.342467,98.442467,-6.000000,685.913732,95.558932,1.120000
315,98.195515,99.315515,98.455515,98.405515,98.505515,-6.000000,685.913732,95.180640,1.120000
316,98.154144,99.274144,98.414144,98.364144,98.464144,-5.000000,587.759588,95.688869,1.120000
317,97.955514,99.055514,98.255514,98.205514,98.305514,-5.000000,587.759588,96.482017,1.100000
318,98.058840,99.158840,98.358840,98.308840,98.408840,-6.000000,686.918428,96.765388,1.100000
319,98.168857,99.288857,98.428857,98.378857,98.478857,-6.000000,686.918428,96.345284,1.120000
320,98.247965,99.367965,98.507965,98.457965,98.557965,-6.000000,686.918428,95.870639,1.120000
321,98.287255,99.407255,98.547255,98.497255,98.597255,-7.000000,786.325683,96.494895,1.120000
322,98.277856,99.417856,98.497856,98.447856,98.547856,-7.000000,786.325683,96.840692,1.140000
323,98.263332,99.403332,98.483332,98.433332,98.533332,-8.000000,885.729015,97.862360,1.140000
324,98.445789,99.605789,98.625789,98.575789,98.675789,-9.000000,985.334805,97.702700,1.160000
325,98.431641,99.611641,98.571641,98.521641,98.621641,-9.000000,985.334805,98.190034,1.180000
326,98.456603,99.636603,98.596603,98.546603,98.646603,-9.000000,985.334805,97.965373,1.180000
327,98.310207,99.490207,98.450207,98.400207,98.500207,-8.000000,887.024598,99.422946,1.180000
328,98.611978,99.771978,98.791978,98.741978,98.841978,-8.000000,887.024598,96.688771,1.160000
329,98.194378,99.354378,98.374378,98.324378,98.424378,-8.000000,887.024598,100.029575,1.160000
330,97.990626,99.150626,98.170626,98.120626,98.220626,-8.000000,887.024598,101.659593,1.160000
331,97.920210,99.080210,98.100210,98.050210,98.150210,-7.000000,789.104388,102.402919,1.160000
332,97.924806,99.064806,98.144806,98.094806,98.194806,-7.000000,789.104388,102.090747,1.140000
333,98.018226,99.158226,98.238226,98.188226,98.288226,-7.000000,789.104388,101.436807,1.140000
334,98.220238,99.360238,98.440238,98.390238,98.490238,-6.000000,690.884150,100.242724,1.140000
335,98.199257,99.319257,98.459257,98.409257,98.509257,-5.000000,592.684894,100.388610,1.120000
336,98.075052,99.175052,98.375052,98.325052,98.425052,-4.000000,494.609842,101.109635,1.100000
337,98.082182,99.162182,98.422182,98.372182,98.472182,-5.000000,593.772024,101.661113,1.080000
338,98.228926,99.328926,98.528926,98.478926,98.578926,-6.000000,693.100950,101.927396,1.100000
339,98.069014,99.189014,98.329014,98.279014,98.379014,-6.000000,693.100950,103.126866,1.120000
340,98.279599,99.399599,98.539599,98.489599,98.589599,-5.000000,594.821351,102.123358,1.120000
341,98.165273,99.265273,98.465273,98.415273,98.515273,-5.000000,594.821351,102.494989,1.100000
342,98.131522,99.231522,98.431522,98.381522,98.481522,-5.000000,594.821351,102.663743,1.100000
343,98.312660,99.412660,98.612660,98.562660,98.662660,-5.000000,594.821351,101.758049,1.100000
344,98.393811,99.493811,98.693811,98.643811,98.743811,-6.000000,694.315162,102.152297,1.100000
345,98.453751,99.573751,98.713751,98.663751,98.763751,-5.000000,595.861411,102.292655,1.120000
346,98.458415,99.558415,98.758415,98.708415,98.808415,-6.000000,695.419826,102.869335,1.100000
347,98.240484,99.360484,98.500484,98.450484,98.550484,-6.000000,695.419826,104.416922,1.120000
348,98.168466,99.288466,98.428466,98.378466,98.478466,-5.000000,597.251360,105.109032,1.120000
349,98.473236,99.573236,98.773236,98.723236,98.823236,-6.000000,696.824596,104.185180,1.100000
350,98.371532,99.491532,98.631532,98.581532,98.681532,-5.000000,598.453064,105.295402,1.120000
351,98.676969,99.776969,98.976969,98.926969,99.026969,-6.000000,698.230033,104.368218,1.100000
352,98.864828,99.984828,99.124828,99.074828,99.174828,-6.000000,698.230033,103.481068,1.120000
353,98.775658,99.895658,99.035658,98.985658,99.085658,-6.000000,698.230033,104.016086,1.120000
354,98.808284,99.928284,99.068284,99.018284,99.118284,-7.000000,798.158317,104.680328,1.120000
355,99.140165,100.280165,99.360165,99.310165,99.410165,-7.000000,798.158317,102.637164,1.140000
356,99.332845,100.472845,99.552845,99.502845,99.602845,-7.000000,798.158317,101.288404,1.140000
357,99.436200,100.576200,99.656200,99.606200,99.706200,-7.000000,798.158317,100.564916,1.140000
358,99.639427,100.779427,99.859427,99.809427,99.909427,-8.000000,898.937744,100.062329,1.140000
359,99.833723,100.993723,100.013723,99.963723,100.063723,-9.000000,999.931468,99.807957,1.160000
360,99.580850,100.760850,99.720850,99.670850,99.770850,-10.000000,1100.692318,103.483815,1.180000
361,99.578925,100.778925,99.678925,99.628925,99.728925,-9.000000,1001.113393,104.003063,1.200000
362,99.742454,100.922454,99.882454,99.832454,99.932454,-9.000000,1001.113393,102.171307,1.180000
363,99.688538,100.868538,99.828538,99.778538,99.878538,-8.000000,901.424854,102.796547,1.180000
364,99.977198,101.137198,100.157198,100.107198,100.207198,-8.000000,901.424854,100.167268,1.160000
365,100.028208,101.188208,100.208208,100.158208,100.258208,-9.000000,1002.613063,100.739187,1.160000
366,100.221041,101.401041,100.361041,100.311041,100.411041,-8.000000,902.392021,99.503689,1.180000
367,100.173524,101.333524,100.353524,100.303524,100.403524,-9.000000,1003.725545,100.543832,1.160000
368,100.239837,101.419837,100.379837,100.329837,100.429837,-9.000000,1003.725545,100.307014,1.180000
369,100.448125,101.628125,100.588125,100.538125,100.638125,-9.000000,1003.725545,98.432416,1.180000
370,100.051038,101.231038,100.191038,100.141038,100.241038,-9.000000,1003.725545,102.006207,1.180000
371,100.160469,101.340469,100.300469,100.250469,100.350469,-8.000000,903.565076,101.161325,1.180000
372,100.054819,101.214819,100.234819,100.184819,100.284819,-8.000000,903.565076,101.686524,1.160000
373,99.876869,101.036869,100.056869,100.006869,100.106869,-7.000000,803.688207,103.290126,1.160000
374,99.833227,100.973227,100.053227,100.003227,100.103227,-7.000000,803.688207,103.315617,1.140000
375,99.749944,100.889944,99.969944,99.919944,100.019944,-6.000000,703.938263,104.118602,1.140000
376,99.669996,100.789996,99.929996,99.879996,99.979996,-7.000000,804.728259,105.218288,1.120000
377,99.610316,100.750316,99.830316,99.780316,99.880316,-6.000000,705.117944,106.136049,1.140000
378,99.688242,100.808242,99.948242,99.898242,99.998242,-6.000000,705.117944,105.428492,1.120000
379,99.620393,100.740393,99.880393,99.830393,99.930393,-6.000000,705.117944,105.835587,1.120000
380,99.689404,100.809404,99.949404,99.899404,99.999404,-5.000000,605.428540,105.681520,1.120000
381,99.611944,100.711944,99.911944,99.861944,99.961944,-4.000000,505.816595,106.168818,1.100000
382,99.656406,100.736406,99.996406,99.946406,100.046406,-4.000000,505.816595,105.830971,1.080000
383,99.426527,100.506527,99.766527,99.716527,99.816527,-4.000000,505.816595,106.750487,1.080000
384,99.551258,100.631258,99.891258,99.841258,99.941258,-4.000000,505.816595,106.251562,1.080000
385,99.582400,100.662400,99.922400,99.872400,99.972400,-4.000000,505.816595,106.126994,1.080000
386,99.560022,100.640022,99.900022,99.850022,99.950022,-4.000000,505.816595,106.216507,1.080000
387,99.461110,100.541110,99.801110,99.751110,99.851110,-5.000000,606.357705,107.352156,1.080000
388,99.438730,100.538730,99.738730,99.688730,99.788730,-5.000000,606.357705,107.664056,1.100000
389,99.423122,100.523122,99.723122,99.673122,99.773122,-5.000000,606.357705,107.742093,1.100000
390,99.500413,100.600413,99.800413,99.750413,99.850413,-6.000000,706.958119,108.155639,1.100000
391,99.719541,100.839541,99.979541,99.929541,100.029541,-6.000000,706.958119,107.080875,1.120000
392,99.464690,100.584690,99.724690,99.674690,99.774690,-5.000000,607.493429,108.869981,1.120000
393,99.451296,100.551296,99.751296,99.701296,99.801296,-5.000000,607.493429,108.736950,1.100000
394,99.438230,100.538230,99.738230,99.688230,99.788230,-5.000000,607.493429,108.802282,1.100000
395,99.580041,100.680041,99.880041,99.830041,99.930041,-5.000000,607.493429,108.093224,1.100000
396,99.560082,100.660082,99.860082,99.810082,99.910082,-4.000000,507.933347,108.493018,1.100000
397,99.688934,100.768934,100.028934,99.978934,100.078934,-3.000000,408.244413,108.157610,1.080000
398,99.724944,100.784944,100.104944,100.054944,100.154944,-3.000000,408.244413,107.929580,1.060000
399,99.694837,100.754837,100.074837,100.024837,100.124837,-2.000000,308.549575,108.399901,1.060000
400,99.661676,100.701676,100.081676,100.031676,100.131676,-2.000000,308.549575,108.386223,1.040000
401,99.567027,100.607027,99.987027,99.937027,100.037027,-3.000000,409.156603,109.195521,1.040000
402,99.613518,100.673518,99.993518,99.943518,100.043518,-3.000000,409.156603,109.176048,1.060000
403,99.768089,100.828089,100.148089,100.098089,100.198089,-3.000000,409.156603,108.712335,1.060000
404,99.849789,100.909789,100.229789,100.179789,100.279789,-3.000000,409.156603,108.467235,1.060000
405,100.152322,101.212322,100.532322,100.482322,100.582322,-3.000000,409.156603,107.559636,1.060000
406,100.317571,101.377571,100.697571,100.647571,100.747571,-2.000000,308.839032,107.443890,1.060000
407,100.287114,101.327114,100.707114,100.657114,100.757114,-1.000000,208.551918,107.844805,1.040000
408,100.294784,101.314784,100.754784,100.704784,100.804784,-2.000000,309.866703,108.357134,1.020000
409,100.240357,101.280357,100.660357,100.610357,100.710357,-2.000000,309.866703,108.545989,1.040000
410,100.396388,101.436388,100.816388,100.766388,100.866388,-3.000000,411.303090,108.853927,1.040000
411,100.422175,101.482175,100.802175,100.752175,100.852175,-4.000000,512.785265,109.576566,1.060000
412,100.340558,101.420558,100.680558,100.630558,100.730558,-3.000000,412.444707,110.403032,1.080000
413,100.429898,101.489898,100.809898,100.759898,100.859898,-4.000000,513.934605,110.695013,1.060000
414,100.427431,101.507431,100.767431,100.717431,100.817431,-5.000000,615.442036,111.604879,1.080000
415,100.335127,101.435127,100.635127,100.585127,100.685127,-4.000000,515.106909,112.566399,1.100000
416,100.288164,101.368164,100.628164,100.578164,100.678164,-4.000000,515.106909,112.594251,1.080000
417,100.238677,101.318677,100.578677,100.528677,100.628677,-3.000000,414.868232,113.132200,1.080000
418,100.314241,101.374241,100.694241,100.644241,100.744241,-4.000000,516.242472,113.465509,1.060000
419,100.455756,101.535756,100.795756,100.745756,100.845756,-4.000000,516.242472,113.059447,1.080000
420,100.529319,101.609319,100.869319,100.819319,100.919319,-4.000000,516.242472,112.765195,1.080000
421,100.438752,101.518752,100.778752,100.728752,100.828752,-3.000000,415.803720,113.467463,1.080000
422,100.701813,101.761813,101.081813,101.031813,101.131813,-3.000000,415.803720,112.558282,1.060000
423,100.590831,101.650831,100.970831,100.920831,101.020831,-2.000000,315.212889,113.271226,1.060000
424,100.483457,101.523457,100.903457,100.853457,100.953457,-2.000000,315.212889,113.405975,1.040000
425,100.652470,101.692470,101.072470,101.022470,101.122470,-1.000000,214.560419,113.487949,1.040000
426,100.595521,101.615521,101.055521,101.005521,101.105521,-1.000000,214.560419,113.504898,1.020000
427,100.411781,101.431781,100.871781,100.821781,100.921781,-2.000000,315.992200,114.248638,1.020000
428,100.646580,101.686580,101.066580,101.016580,101.116580,-3.000000,417.678779,114.479040,1.040000
429,100.702732,101.762732,101.082732,101.032732,101.132732,-3.000000,417.678779,114.430584,1.060000
430,100.630085,101.690085,101.010085,100.960085,101.060085,-3.000000,417.678779,114.648523,1.060000
431,100.576892,101.636892,100.956892,100.906892,101.006892,-3.000000,417.678779,114.808104,1.060000
432,100.299876,101.359876,100.679876,100.629876,100.729876,-4.000000,519.038655,116.319152,1.060000
433,100.254876,101.334876,100.594876,100.544876,100.644876,-4.000000,519.038655,116.659153,1.080000
434,100.307940,101.387940,100.647940,100.597940,100.697940,-4.000000,519.038655,116.446896,1.080000
435,100.264747,101.344747,100.604747,100.554747,100.654747,-4.000000,519.038655,116.619667,1.080000
436,100.642079,101.722079,100.982079,100.932079,101.032079,-3.000000,418.396576,115.450339,1.080000
437,100.353617,101.413617,100.733617,100.683617,100.783617,-2.000000,318.042959,116.575725,1.060000
438,100.557595,101.597595,100.977595,100.927595,101.027595,-3.000000,419.640554,116.707770,1.040000
439,100.225401,101.285401,100.605401,100.555401,100.655401,-4.000000,520.925955,118.504352,1.060000
440,100.511118,101.591118,100.851118,100.801118,100.901118,-5.000000,622.517072,118.261485,1.080000
441,100.776273,101.876273,101.076273,101.026273,101.126273,-4.000000,521.740799,117.435706,1.100000
442,100.537305,101.617305,100.877305,100.827305,100.927305,-4.000000,521.740799,118.231579,1.080000
443,100.710493,101.790493,101.050493,101.000493,101.100493,-5.000000,623.531292,118.278828,1.080000
444,100.732643,101.832643,101.032643,100.982643,101.082643,-5.000000,623.531292,118.368076,1.100000
445,100.555959,101.655959,100.855959,100.805959,100.905959,-6.000000,725.187250,120.051499,1.100000
446,100.731232,101.851232,100.991232,100.941232,101.041232,-6.000000,725.187250,119.239857,1.120000
447,100.922434,102.042434,101.182434,101.132434,101.232434,-6.000000,725.187250,118.092647,1.120000
448,100.961133,102.081133,101.221133,101.171133,101.271133,-6.000000,725.187250,117.860450,1.120000
449,101.031501,102.151501,101.291501,101.241501,101.341501,-5.000000,624.155749,117.698245,1.120000
450,100.942998,102.042998,101.242998,101.192998,101.292998,-4.000000,523.212752,118.240762,1.100000
451,100.910138,101.990138,101.250138,101.200138,101.300138,-5.000000,625.202890,118.952200,1.080000
452,101.103609,102.203609,101.403609,101.353609,101.453609,-6.000000,727.406499,118.984844,1.100000
453,101.157347,102.277347,101.417347,101.367347,101.467347,-5.000000,626.249152,119.162417,1.120000
454,101.255243,102.355243,101.555243,101.505243,101.605243,-6.000000,728.604395,119.272939,1.100000
455,101.378121,102.498121,101.638121,101.588121,101.688121,-6.000000,728.604395,118.775668,1.120000
456,101.633376,102.753376,101.893376,101.843376,101.943376,-6.000000,728.604395,117.244141,1.120000
457,101.840847,102.960847,102.100847,102.050847,102.150847,-7.000000,831.565242,116.859311,1.120000
458,101.902785,103.042785,102.122785,102.072785,102.172785,-7.000000,831.565242,116.705750,1.140000
459,101.981103,103.121103,102.201103,102.151103,102.251103,-7.000000,831.565242,116.157524,1.140000
460,102.298466,103.438466,102.518466,102.468466,102.568466,-7.000000,831.565242,113.935980,1.140000
461,102.267678,103.407678,102.487678,102.437678,102.537678,-7.000000,831.565242,114.151498,1.140000
462,102.252554,103.392554,102.472554,102.422554,102.522554,-6.000000,729.312688,114.477362,1.140000
463,102.437339,103.557339,102.697339,102.647339,102.747339,-7.000000,832.870027,113.988653,1.120000
464,102.737171,103.877171,102.957171,102.907171,103.007171,-8.000000,936.747198,113.089827,1.140000
465,102.938434,104.098434,103.118434,103.068434,103.168434,-7.000000,833.808764,111.979728,1.160000
466,102.984113,104.124113,103.204113,103.154113,103.254113,-6.000000,730.824651,111.599974,1.140000
467,103.000401,104.120401,103.260401,103.210401,103.310401,-5.000000,627.824251,111.522248,1.120000
468,102.763717,103.863717,103.063717,103.013717,103.113717,-4.000000,525.060534,112.805664,1.100000
469,102.903484,103.983484,103.243484,103.193484,103.293484,-3.000000,422.157049,112.426597,1.080000
470,102.801637,103.861637,103.181637,103.131637,103.231637,-4.000000,526.018687,113.292138,1.060000
471,102.629843,103.709843,102.969843,102.919843,103.019843,-5.000000,629.728530,114.879315,1.080000
472,102.839531,103.939531,103.139531,103.089531,103.189531,-5.000000,629.728530,114.030875,1.100000
473,102.798319,103.898319,103.098319,103.048319,103.148319,-5.000000,629.728530,114.236936,1.100000
474,102.802608,103.902608,103.102608,103.052608,103.152608,-6.000000,733.631138,115.015488,1.100000
475,103.079643,104.199643,103.339643,103.289643,103.389643,-6.000000,733.631138,113.593279,1.120000
476,103.067216,104.187216,103.327216,103.277216,103.377216,-6.000000,733.631138,113.667845,1.120000
477,103.011241,104.131241,103.271241,103.221241,103.321241,-6.000000,733.631138,114.003693,1.120000
478,103.101208,104.221208,103.361208,103.311208,103.411208,-6.000000,733.631138,113.463888,1.120000
479,103.271240,104.391240,103.531240,103.481240,103.581240,-5.000000,630.359897,112.703696,1.120000
480,103.130367,104.230367,103.430367,103.380367,103.480367,-5.000000,630.359897,113.208063,1.100000
481,102.787644,103.887644,103.087644,103.037644,103.137644,-6.000000,734.247542,115.721677,1.100000
482,103.076192,104.196192,103.336192,103.286192,103.386192,-6.000000,734.247542,114.230388,1.120000
483,102.845129,103.965129,103.105129,103.055129,103.155129,-7.000000,838.212671,116.476765,1.120000
484,102.779575,103.919575,102.999575,102.949575,103.049575,-6.000000,735.433096,117.435647,1.140000
485,102.718269,103.838269,102.978269,102.928269,103.028269,-7.000000,839.271365,118.423482,1.120000
486,103.030023,104.170023,103.250023,103.200023,103.300023,-8.000000,943.441388,117.441205,1.140000
487,103.202732,104.362732,103.382732,103.332732,103.432732,-7.000000,840.238656,116.559533,1.160000
488,103.420247,104.560247,103.640247,103.590247,103.690247,-6.000000,736.818410,114.976929,1.140000
489,103.610888,104.730888,103.870888,103.820888,103.920888,-7.000000,841.549298,114.453079,1.120000
490,103.363087,104.503087,103.583087,103.533087,103.633087,-8.000000,946.052385,117.387688,1.140000
491,103.304421,104.464421,103.484421,103.434421,103.534421,-7.000000,842.747964,118.357015,1.160000
492,103.352586,104.492586,103.572586,103.522586,103.622586,-6.000000,739.395378,117.959864,1.140000
493,103.329859,104.449859,103.589859,103.539859,103.639859,-7.000000,843.845237,118.716227,1.120000
494,103.445431,104.585431,103.665431,103.615431,103.715431,-7.000000,843.845237,118.187221,1.140000
495,103.122349,104.262349,103.342349,103.292349,103.392349,-7.000000,843.845237,120.448794,1.140000
496,103.286567,104.426567,103.506567,103.456567,103.556567,-7.000000,843.845237,119.299271,1.140000
497,103.262385,104.402385,103.482385,103.432385,103.532385,-6.000000,740.582851,119.688540,1.140000
498,103.036784,104.156784,103.296784,103.246784,103.346784,-5.000000,637.546067,121.062147,1.120000
499,103.091171,104.191171,103.391171,103.341171,103.441171,-6.000000,741.737239,121.390210,1.100000
500,102.999005,104.119005,103.259005,103.209005,103.309005,-7.000000,845.856244,123.043207,1.120000
501,103.281399,104.421399,103.501399,103.451399,103.551399,-6.000000,742.574845,121.566451,1.140000
502,103.251562,104.371562,103.511562,103.461562,103.561562,-7.000000,846.946407,122.365472,1.120000
503,103.351579,104.491579,103.571579,103.521579,103.621579,-8.000000,951.437986,122.865352,1.140000
504,103.281677,104.441677,103.461677,103.411677,103.511677,-9.000000,1055.879663,124.724573,1.160000
505,103.397491,104.577491,103.537491,103.487491,103.587491,-8.000000,952.482172,124.182246,1.180000
506,103.342064,104.502064,103.522064,103.472064,103.572064,-9.000000,1056.984236,125.285660,1.160000
507,103.378045,104.558045,103.518045,103.468045,103.568045,-9.000000,1056.984236,125.321832,1.180000
508,103.317740,104.497740,103.457740,103.407740,103.507740,-9.000000,1056.984236,125.864579,1.180000
509,103.359594,104.539594,103.499594,103.449594,103.549594,-9.000000,1056.984236,125.487888,1.180000
510,103.452299,104.632299,103.592299,103.542299,103.642299,-9.000000,1056.984236,124.653549,1.180000
511,103.473454,104.653454,103.613454,103.563454,103.663454,-9.000000,1056.984236,124.463150,1.180000
512,103.195813,104.375813,103.335813,103.285813,103.385813,-10.000000,1161.360049,128.001919,1.180000
513,103.377333,104.577333,103.477333,103.427333,103.527333,-11.000000,1265.937382,127.686723,1.200000
514,103.225538,104.750538,103.438038,103.388038,103.488038,-12.000000,1370.687920,129.431468,1.525000
515,103.186886,104.736886,103.361886,103.311886,103.411886,-12.000000,1370.687920,130.345292,1.550000
516,103.170157,104.720157,103.345157,103.295157,103.395157,-12.000000,1370.687920,130.546031,1.550000
517,103.285329,104.835329,103.460329,103.410329,103.510329,-12.000000,1370.687920,129.163966,1.550000
518,103.403814,104.953814,103.578814,103.528814,103.628814,-11.000000,1267.284105,127.917146,1.550000
519,103.307601,104.832601,103.520101,103.470101,103.570101,-11.000000,1267.284105,128.562998,1.525000
520,103.473990,104.998990,103.686490,103.636490,103.736490,-11.000000,1267.284105,126.732719,1.525000
521,103.254684,104.779684,103.467184,103.417184,103.517184,-11.000000,1267.284105,129.145078,1.525000
522,103.385909,104.910909,103.598409,103.548409,103.648409,-11.000000,1267.284105,127.701601,1.525000
523,103.062362,104.587362,103.274862,103.224862,103.324862,-10.000000,1164.221743,131.473119,1.525000
524,103.181116,104.381116,103.281116,103.231116,103.331116,-11.000000,1268.602859,132.510586,1.200000
525,103.033756,104.558756,103.246256,103.196256,103.296256,-11.000000,1268.602859,132.894044,1.525000
526,103.505051,105.030051,103.717551,103.667551,103.767551,-11.000000,1268.602859,127.709799,1.525000
527,103.510005,105.035005,103.722505,103.672505,103.772505,-11.000000,1268.602859,127.655304,1.525000
528,103.265404,104.790404,103.477904,103.427904,103.527904,-10.000000,1165.337455,130.558415,1.525000
529,103.403550,104.603550,103.503550,103.453550,103.553550,-11.000000,1269.941004,131.401959,1.200000
530,103.317962,104.842962,103.530462,103.480462,103.580462,-11.000000,1269.941004,131.105921,1.525000
531,103.591079,105.116079,103.803579,103.753579,103.853579,-12.000000,1375.057083,129.414133,1.525000
532,103.450575,105.000575,103.625575,103.575575,103.675575,-11.000000,1271.606509,131.725188,1.550000
533,103.642684,105.167684,103.855184,103.805184,103.905184,-10.000000,1167.963824,129.411980,1.525000
534,103.824439,105.024439,103.924439,103.874439,103.974439,-10.000000,1167.963824,128.719434,1.200000
535,104.176496,105.376496,104.276496,104.226496,104.326496,-10.000000,1167.963824,125.198863,1.200000
536,104.544863,105.744863,104.644863,104.594863,104.694863,-11.000000,1273.708687,122.615199,1.200000
537,104.579197,106.104197,104.791697,104.741697,104.841697,-12.000000,1379.812883,122.312524,1.525000
538,104.630412,106.180412,104.805412,104.755412,104.855412,-13.000000,1485.993295,123.522943,1.550000
539,104.865072,106.440072,105.002572,104.952572,105.052572,-13.000000,1485.993295,120.959858,1.575000
540,104.777887,106.352887,104.915387,104.865387,104.965387,-13.000000,1485.993295,122.093267,1.575000
541,104.643560,106.218560,104.781060,104.731060,104.831060,-14.000000,1592.211856,125.277010,1.575000
542,104.557667,106.157667,104.657667,104.607667,104.707667,-14.000000,1592.211856,127.004515,1.600000
543,104.535116,106.135116,104.635116,104.585116,104.685116,-15.000000,1698.346971,128.820233,1.600000
544,104.609741,106.234741,104.672241,104.622241,104.722241,-15.000000,1698.346971,128.263363,1.625000
545,104.947309,106.572309,105.009809,104.959809,105.059809,-15.000000,1698.346971,123.199840,1.625000
546,104.788400,106.413400,104.850900,104.800900,104.900900,-16.000000,1804.760371,127.145972,1.625000
547,104.897533,106.547533,104.922533,104.872533,104.972533,-16.000000,1804.760371,125.999843,1.650000
548,104.654801,106.304801,104.679801,104.629801,104.729801,-17.000000,1911.065173,131.508549,1.650000
549,104.748562,106.423562,104.736062,104.686062,104.786062,-17.000000,1911.065173,130.552116,1.675000
550,104.902888,106.577888,104.890388,104.840388,104.940388,-17.000000,1911.065173,127.928578,1.675000
551,104.988357,106.663357,104.975857,104.925857,105.025857,-16.000000,1806.076816,126.463104,1.675000
552,104.883785,106.533785,104.908785,104.858785,104.958785,-16.000000,1806.076816,127.536256,1.650000
553,104.795876,106.445876,104.820876,104.770876,104.870876,-17.000000,1912.522692,130.567793,1.650000
554,104.751253,106.426253,104.738753,104.688753,104.788753,-16.000000,1807.771439,131.951393,1.675000
555,104.573086,106.223086,104.598086,104.548086,104.648086,-16.000000,1807.771439,134.202065,1.650000
556,104.683223,106.333223,104.708223,104.658223,104.758223,-15.000000,1703.088217,132.464878,1.650000
557,104.442898,106.067898,104.505398,104.455398,104.555398,-16.000000,1809.156115,137.069748,1.625000
558,104.387726,106.037726,104.412726,104.362726,104.462726,-17.000000,1915.193841,140.177499,1.650000
559,104.709700,106.384700,104.697200,104.647200,104.747200,-16.000000,1810.484140,135.328938,1.675000
560,104.730694,106.380694,104.755694,104.705694,104.805694,-17.000000,1916.864835,136.018033,1.650000
561,104.948804,106.623804,104.936304,104.886304,104.986304,-17.000000,1916.864835,132.947659,1.675000
562,105.070235,106.745235,105.057735,105.007735,105.107735,-17.000000,1916.864835,130.883334,1.675000
563,104.873739,106.548739,104.861239,104.811239,104.911239,-16.000000,1811.991096,134.211276,1.675000
564,105.010527,106.660527,105.035527,104.985527,105.085527,-17.000000,1918.651623,133.047659,1.650000
565,104.815298,106.490298,104.802798,104.752798,104.852798,-17.000000,1918.651623,137.004062,1.675000
566,104.844723,106.519723,104.832223,104.782223,104.882223,-18.000000,2025.171346,138.191335,1.675000
567,104.791940,106.491940,104.741940,104.691940,104.791940,-18.000000,2025.171346,139.816431,1.700000
568,104.754963,106.454963,104.704963,104.654963,104.754963,-17.000000,1920.416383,140.432004,1.700000
569,104.486758,106.161758,104.474258,104.424258,104.524258,-16.000000,1815.929625,144.341495,1.675000
570,104.447416,106.097416,104.472416,104.422416,104.522416,-17.000000,1922.027041,145.995963,1.650000
571,104.501926,106.176926,104.489426,104.439426,104.539426,-18.000000,2028.203967,147.394292,1.675000
572,104.736108,106.436108,104.686108,104.636108,104.736108,-17.000000,1923.467859,143.804025,1.700000
573,104.802769,106.477769,104.790269,104.740269,104.840269,-18.000000,2029.945628,143.720789,1.675000
574,104.837266,106.537266,104.787266,104.737266,104.837266,-17.000000,1925.108362,143.724840,1.700000
575,104.857308,106.532308,104.844808,104.794808,104.894808,-17.000000,1925.108362,142.746629,1.675000
576,104.744313,106.419313,104.731813,104.681813,104.781813,-17.000000,1925.108362,144.667539,1.675000
